ID,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,subscribe_binary
12636,26,blue-collar,single,secondary,no,-333,no,yes,4,jul,11.53,1,-1,0,unknown,No
12637,36,management,single,tertiary,no,678,no,yes,4,jul,1.42,3,-1,0,unknown,No
12638,56,services,divorced,secondary,no,1347,no,yes,4,jul,11.3,2,-1,0,unknown,No
12639,29,admin.,single,secondary,no,2802,no,yes,4,jul,14,2,-1,0,unknown,No
12640,31,blue-collar,single,secondary,no,-27,no,no,4,jul,1.6,2,-1,0,unknown,No
12641,57,retired,married,secondary,no,156,no,yes,4,jul,1.77,2,-1,0,unknown,No
12642,30,admin.,single,tertiary,no,218,no,no,4,jul,2.28,2,-1,0,unknown,No
12643,28,admin.,married,secondary,no,934,yes,no,4,jul,0.88,2,-1,0,unknown,No
12644,45,services,single,secondary,no,184,yes,yes,4,jul,1.48,2,-1,0,unknown,No
12645,26,technician,single,tertiary,no,36,no,yes,4,jul,8.37,2,-1,0,unknown,No
12646,51,blue-collar,married,secondary,no,328,no,no,4,jul,3.38,1,-1,0,unknown,No
12647,50,management,married,tertiary,no,453,no,yes,4,jul,10.13,1,-1,0,unknown,No
12648,45,blue-collar,divorced,primary,no,8,no,yes,4,jul,6.78,1,-1,0,unknown,No
12649,37,self-employed,divorced,tertiary,no,60,no,yes,4,jul,7.1,3,-1,0,unknown,No
12650,29,services,single,primary,no,339,no,no,4,jul,26.27,3,-1,0,unknown,Yes
12651,31,technician,married,secondary,no,134,no,yes,4,jul,7.8,6,-1,0,unknown,No
12652,44,blue-collar,married,secondary,no,1697,yes,no,4,jul,2.5,2,-1,0,unknown,Yes
12653,48,blue-collar,divorced,primary,no,19,no,yes,4,jul,5.45,1,-1,0,unknown,No
12654,53,blue-collar,married,primary,no,207,no,yes,4,jul,3.53,1,-1,0,unknown,No
12655,26,blue-collar,single,secondary,no,177,no,yes,4,jul,3.92,1,-1,0,unknown,No
12657,27,management,single,secondary,no,35,no,no,4,jul,4.25,1,-1,0,unknown,No
12658,54,blue-collar,married,primary,no,466,no,no,4,jul,4.95,1,-1,0,unknown,No
12659,43,blue-collar,married,secondary,no,105,no,yes,4,jul,11.13,2,-1,0,unknown,No
12660,31,technician,single,secondary,no,19,no,no,4,jul,1.08,2,-1,0,unknown,No
12661,27,technician,single,secondary,no,126,yes,yes,4,jul,7.27,4,-1,0,unknown,No
12662,28,blue-collar,single,secondary,no,-127,yes,no,4,jul,17.4,3,-1,0,unknown,Yes
12663,50,blue-collar,married,secondary,no,1329,yes,yes,4,jul,2.35,2,-1,0,unknown,No
12664,29,blue-collar,single,primary,no,343,no,no,4,jul,0.65,2,-1,0,unknown,No
12665,25,blue-collar,single,secondary,no,192,no,no,4,jul,1.87,2,-1,0,unknown,No
12666,38,blue-collar,married,secondary,no,43,no,yes,4,jul,2.25,3,-1,0,unknown,No
12667,36,technician,single,secondary,no,-272,no,yes,4,jul,0.88,6,-1,0,unknown,No
12668,32,blue-collar,divorced,primary,no,4805,no,yes,4,jul,2.3,3,-1,0,unknown,No
12669,44,technician,married,tertiary,no,1146,no,no,4,jul,2.97,2,-1,0,unknown,No
12670,37,blue-collar,married,primary,no,380,yes,yes,4,jul,9.13,2,-1,0,unknown,No
12671,48,services,married,secondary,no,1355,no,no,4,jul,2.23,2,-1,0,unknown,No
12672,30,admin.,married,secondary,no,215,no,yes,4,jul,1.58,2,-1,0,unknown,No
12673,54,technician,married,secondary,no,187,no,yes,4,jul,4.55,3,-1,0,unknown,No
12674,36,unemployed,divorced,primary,no,0,no,no,4,jul,5.07,3,-1,0,unknown,No
12675,33,technician,single,secondary,no,555,no,yes,4,jul,7.08,2,-1,0,unknown,No
12676,34,services,married,secondary,no,295,yes,yes,4,jul,1.07,1,-1,0,unknown,No
12677,28,services,single,secondary,no,-116,no,yes,4,jul,4.6,1,-1,0,unknown,No
12678,33,management,married,secondary,no,4385,no,yes,4,jul,1.53,1,-1,0,unknown,No
12679,30,services,married,secondary,no,137,no,no,4,jul,6.78,1,-1,0,unknown,No
12680,34,admin.,single,secondary,no,296,no,no,7,jul,2.45,4,-1,0,unknown,No
12681,35,admin.,divorced,secondary,no,534,no,no,7,jul,2.47,3,-1,0,unknown,No
12682,44,entrepreneur,married,secondary,no,93,no,no,7,jul,2.08,2,-1,0,unknown,No
12683,36,services,married,secondary,no,-27,yes,yes,7,jul,2.52,4,-1,0,unknown,No
12684,49,blue-collar,married,primary,no,-157,yes,no,7,jul,8.18,3,-1,0,unknown,Yes
12685,55,blue-collar,married,secondary,no,49,yes,no,7,jul,8.23,4,-1,0,unknown,Yes
12686,51,technician,married,secondary,no,216,no,no,7,jul,10.25,2,-1,0,unknown,Yes
12687,51,management,married,tertiary,no,1421,yes,no,7,jul,2.53,5,-1,0,unknown,No
12688,38,blue-collar,married,secondary,no,222,yes,yes,7,jul,2.73,5,-1,0,unknown,No
12689,59,entrepreneur,married,tertiary,no,1728,no,no,7,jul,9.58,2,-1,0,unknown,No
12690,54,management,divorced,tertiary,no,5253,yes,yes,7,jul,0.28,19,-1,0,unknown,No
12691,43,management,single,tertiary,no,47,yes,no,7,jul,5.27,5,-1,0,unknown,No
12692,60,entrepreneur,divorced,primary,no,2648,no,no,7,jul,2.47,2,-1,0,unknown,No
12693,34,services,married,secondary,no,0,no,no,7,jul,2.67,3,-1,0,unknown,No
12694,31,admin.,single,secondary,no,-182,yes,no,7,jul,3.02,2,-1,0,unknown,No
12695,43,technician,married,secondary,yes,-313,no,yes,7,jul,1.48,4,-1,0,unknown,No
12696,53,blue-collar,married,primary,no,465,yes,no,7,jul,1.85,2,-1,0,unknown,No
12697,47,blue-collar,married,primary,yes,25,yes,yes,7,jul,2.37,3,-1,0,unknown,No
12699,39,management,married,primary,no,551,no,yes,7,jul,1.78,5,-1,0,unknown,No
12700,56,housemaid,married,primary,no,58,no,yes,7,jul,3.78,6,-1,0,unknown,No
12701,41,services,married,secondary,no,650,yes,no,7,jul,2.48,5,-1,0,unknown,No
12702,41,housemaid,married,primary,no,1618,yes,no,7,jul,2.23,2,-1,0,unknown,No
12703,60,retired,married,primary,no,-63,yes,no,7,jul,23.9,5,-1,0,unknown,No
12704,58,management,married,primary,no,4850,no,no,7,jul,2.98,2,-1,0,unknown,No
12705,56,blue-collar,married,primary,no,409,yes,no,7,jul,2.93,6,-1,0,unknown,No
12706,36,unemployed,single,primary,no,0,yes,no,7,jul,1.05,6,-1,0,unknown,No
12707,39,management,married,tertiary,no,1007,yes,no,7,jul,1.43,2,-1,0,unknown,No
12708,46,management,married,primary,no,312,yes,no,7,jul,1.88,2,-1,0,unknown,No
12709,58,blue-collar,divorced,primary,no,820,yes,no,7,jul,3.33,4,-1,0,unknown,No
12710,52,management,married,secondary,no,3369,no,no,7,jul,3.27,2,-1,0,unknown,No
12711,41,services,married,secondary,no,841,yes,no,7,jul,4.17,2,-1,0,unknown,No
12712,59,blue-collar,married,secondary,no,-1336,no,yes,7,jul,7.5,2,-1,0,unknown,No
12713,35,other,married,primary,no,634,no,no,7,jul,3.08,2,-1,0,unknown,No
12714,43,management,divorced,secondary,no,0,no,no,7,jul,1.25,3,-1,0,unknown,No
12715,50,blue-collar,married,primary,no,9301,yes,no,7,jul,2.27,4,-1,0,unknown,No
12716,49,technician,married,primary,no,486,no,no,7,jul,3.82,5,-1,0,unknown,No
12717,51,self-employed,married,secondary,yes,34,no,yes,7,jul,3.33,1,-1,0,unknown,No
12718,39,technician,single,secondary,no,506,yes,no,7,jul,11.97,2,-1,0,unknown,Yes
12719,38,management,married,tertiary,no,1444,yes,no,7,jul,2.32,2,-1,0,unknown,No
12720,30,services,single,secondary,no,0,yes,no,7,jul,2.68,2,-1,0,unknown,No
12721,41,technician,married,secondary,no,923,yes,no,7,jul,2.35,3,-1,0,unknown,No
12722,45,unemployed,divorced,secondary,no,-44,yes,no,7,jul,4.27,2,-1,0,unknown,No
12723,54,services,divorced,tertiary,no,413,no,no,7,jul,0.65,9,-1,0,unknown,No
12724,47,admin.,single,secondary,no,3531,yes,no,7,jul,0.82,6,-1,0,unknown,No
12725,53,management,divorced,tertiary,no,243,yes,no,7,jul,1.1,2,-1,0,unknown,No
12726,41,blue-collar,married,primary,no,484,yes,no,7,jul,5.35,3,-1,0,unknown,No
12727,42,blue-collar,divorced,primary,no,213,yes,no,7,jul,7.23,3,-1,0,unknown,Yes
12728,33,services,single,secondary,no,170,no,no,7,jul,13.03,1,-1,0,unknown,Yes
12729,34,self-employed,married,tertiary,no,-236,yes,no,7,jul,1.97,4,-1,0,unknown,No
12730,54,blue-collar,divorced,secondary,no,1613,yes,no,7,jul,2.13,3,-1,0,unknown,No
12731,37,entrepreneur,married,tertiary,no,555,no,no,7,jul,1.73,2,-1,0,unknown,No
12732,59,admin.,married,secondary,no,1914,yes,no,7,jul,2.1,3,-1,0,unknown,No
12733,38,technician,married,secondary,no,2220,no,no,7,jul,1.45,2,-1,0,unknown,No
12734,27,admin.,single,secondary,no,450,yes,no,7,jul,1.78,3,-1,0,unknown,No
12735,59,management,married,tertiary,no,553,yes,no,7,jul,21.2,3,-1,0,unknown,Yes
12736,31,admin.,single,secondary,no,92,yes,no,7,jul,6.68,2,-1,0,unknown,No
12738,45,blue-collar,divorced,primary,no,1805,no,no,7,jul,12.63,1,-1,0,unknown,No
12739,37,self-employed,married,secondary,no,1523,no,yes,7,jul,5.27,2,-1,0,unknown,No
12740,42,blue-collar,divorced,secondary,no,3407,no,no,7,jul,4.62,2,-1,0,unknown,No
12741,40,blue-collar,married,primary,no,254,yes,no,7,jul,1.78,3,-1,0,unknown,No
12742,42,unemployed,married,primary,no,11,no,no,7,jul,1.85,3,-1,0,unknown,No
12743,27,management,single,secondary,no,1609,yes,no,7,jul,6,3,-1,0,unknown,No
12744,45,management,married,tertiary,no,1447,yes,yes,7,jul,7.68,2,-1,0,unknown,No
12745,43,technician,divorced,tertiary,no,27,no,no,7,jul,6.87,4,-1,0,unknown,No
12746,41,admin.,married,secondary,no,125,no,no,7,jul,4.07,4,-1,0,unknown,No
12747,47,other,divorced,primary,no,0,no,no,7,jul,4,1,-1,0,unknown,No
12748,47,management,married,primary,no,1797,no,no,7,jul,1.03,4,-1,0,unknown,No
12749,44,blue-collar,married,primary,no,2,no,yes,7,jul,0.77,2,-1,0,unknown,No
12751,40,admin.,married,secondary,no,1395,yes,yes,7,jul,2.03,2,-1,0,unknown,No
12752,33,technician,divorced,secondary,no,522,no,yes,7,jul,9.32,4,-1,0,unknown,No
12753,36,entrepreneur,divorced,tertiary,no,776,no,yes,7,jul,12.03,3,-1,0,unknown,Yes
12754,25,blue-collar,married,primary,no,0,no,no,7,jul,1.07,1,-1,0,unknown,No
12755,45,technician,married,secondary,no,879,no,no,7,jul,10.35,2,-1,0,unknown,Yes
12756,27,services,single,secondary,no,266,no,yes,7,jul,3.87,1,-1,0,unknown,No
12757,43,services,married,primary,no,29,no,no,7,jul,4.32,8,-1,0,unknown,No
12758,37,self-employed,married,secondary,no,1633,no,no,7,jul,10.48,2,-1,0,unknown,Yes
12760,48,management,married,tertiary,no,666,yes,no,7,jul,5.28,6,-1,0,unknown,No
12761,30,services,married,secondary,no,-134,yes,yes,7,jul,1.02,1,-1,0,unknown,No
12762,35,self-employed,married,secondary,no,0,yes,no,7,jul,2.1,4,-1,0,unknown,No
12763,59,other,married,primary,no,1247,no,no,7,jul,1.1,8,-1,0,unknown,No
12764,46,unemployed,married,secondary,no,926,no,no,7,jul,6.42,5,-1,0,unknown,Yes
12765,43,technician,married,secondary,no,-796,no,no,7,jul,3.17,4,-1,0,unknown,No
12766,52,retired,married,tertiary,no,493,no,no,7,jul,1.02,6,-1,0,unknown,No
12767,37,services,married,secondary,no,343,yes,yes,7,jul,1.23,7,-1,0,unknown,No
12768,45,technician,married,secondary,no,268,no,no,7,jul,1.6,14,-1,0,unknown,No
12769,54,management,divorced,tertiary,no,92,no,yes,7,jul,1.43,4,-1,0,unknown,No
12770,28,management,single,tertiary,no,0,no,no,7,jul,1.57,1,-1,0,unknown,No
12772,44,services,married,secondary,no,182,yes,yes,7,jul,3.48,4,-1,0,unknown,No
12773,57,admin.,married,secondary,no,1143,no,no,7,jul,1.15,3,-1,0,unknown,No
12774,46,blue-collar,married,secondary,no,4044,no,no,7,jul,5.43,3,-1,0,unknown,No
12775,27,blue-collar,single,secondary,no,77,no,yes,7,jul,8.28,1,-1,0,unknown,No
12776,51,technician,married,secondary,no,1327,no,no,7,jul,0.35,2,-1,0,unknown,No
12777,29,admin.,married,secondary,no,488,no,yes,7,jul,3.72,1,-1,0,unknown,No
12778,57,technician,married,secondary,no,0,no,no,7,jul,3.93,1,-1,0,unknown,No
12779,59,retired,divorced,secondary,no,23,no,no,7,jul,1.1,1,-1,0,unknown,No
12780,57,retired,married,primary,no,808,no,no,7,jul,4.57,1,-1,0,unknown,No
12781,26,services,married,secondary,no,-236,yes,yes,7,jul,7.65,1,-1,0,unknown,No
12782,36,services,married,secondary,no,-274,no,no,7,jul,3.62,1,-1,0,unknown,No
12783,35,management,single,tertiary,no,12,no,no,7,jul,4.82,1,-1,0,unknown,No
12784,40,admin.,single,secondary,no,-1,no,no,7,jul,2.88,1,-1,0,unknown,No
12785,51,blue-collar,married,primary,no,505,no,yes,7,jul,2.17,1,-1,0,unknown,No
12786,45,services,divorced,secondary,no,88,no,yes,7,jul,5.53,1,-1,0,unknown,No
12787,33,blue-collar,single,primary,no,777,no,no,7,jul,4.38,1,-1,0,unknown,No
12788,53,blue-collar,married,primary,no,0,no,no,7,jul,1.9,1,-1,0,unknown,No
12789,39,blue-collar,single,primary,no,366,yes,yes,7,jul,2.77,1,-1,0,unknown,No
12790,43,management,married,tertiary,no,460,no,yes,7,jul,1.57,1,-1,0,unknown,No
12791,60,blue-collar,divorced,primary,no,3427,no,no,7,jul,2.82,1,-1,0,unknown,No
12792,28,housemaid,single,primary,no,332,no,no,7,jul,6.42,1,-1,0,unknown,No
12793,46,technician,married,secondary,no,967,no,no,7,jul,4.13,3,-1,0,unknown,No
12794,56,management,married,primary,no,21,no,no,7,jul,1.97,1,-1,0,unknown,No
12795,32,self-employed,single,tertiary,no,2559,no,no,7,jul,14.82,1,-1,0,unknown,Yes
12796,32,admin.,married,secondary,no,1604,no,yes,7,jul,10.42,1,-1,0,unknown,Yes
12797,34,blue-collar,single,primary,yes,-2,no,yes,7,jul,3.32,1,-1,0,unknown,No
12798,30,management,single,tertiary,no,0,no,no,7,jul,4,1,-1,0,unknown,No
12799,51,blue-collar,married,secondary,no,505,yes,no,7,jul,3.32,4,-1,0,unknown,No
12800,29,services,married,tertiary,no,0,no,yes,7,jul,2.63,1,-1,0,unknown,No
12801,35,services,single,secondary,no,2110,no,yes,7,jul,0.65,1,-1,0,unknown,No
12802,29,blue-collar,married,primary,no,0,yes,no,7,jul,4.27,15,-1,0,unknown,No
12803,31,blue-collar,single,secondary,no,1,no,yes,7,jul,2.9,1,-1,0,unknown,No
12805,29,blue-collar,married,primary,no,57,no,yes,7,jul,7.68,1,-1,0,unknown,No
12806,44,housemaid,married,primary,no,398,no,no,7,jul,3.12,3,-1,0,unknown,No
12807,32,services,single,secondary,no,-1139,yes,no,7,jul,3.35,1,-1,0,unknown,No
12808,36,blue-collar,married,secondary,no,537,no,yes,7,jul,3.43,6,-1,0,unknown,No
12809,40,technician,married,secondary,no,351,no,yes,7,jul,2.32,1,-1,0,unknown,No
12810,37,management,single,tertiary,no,0,no,no,7,jul,10.72,3,-1,0,unknown,No
12811,45,management,single,secondary,no,-57,no,yes,7,jul,4.37,1,-1,0,unknown,No
12813,39,admin.,married,secondary,no,2319,no,no,7,jul,1.4,1,-1,0,unknown,No
12814,25,technician,single,tertiary,no,437,no,yes,7,jul,2.02,1,-1,0,unknown,No
12815,41,technician,single,secondary,no,879,no,yes,7,jul,1,4,-1,0,unknown,No
12816,34,technician,single,secondary,no,232,no,no,7,jul,2.17,1,-1,0,unknown,No
12817,37,admin.,single,secondary,no,-117,no,yes,7,jul,1.77,1,-1,0,unknown,No
12818,51,retired,married,secondary,no,3003,yes,no,7,jul,2.48,3,-1,0,unknown,No
12819,35,admin.,single,secondary,no,0,no,yes,7,jul,8,1,-1,0,unknown,No
12820,49,blue-collar,married,primary,no,-167,no,no,7,jul,0.85,1,-1,0,unknown,No
12821,28,technician,single,secondary,no,909,no,yes,7,jul,8.87,1,-1,0,unknown,Yes
12822,26,blue-collar,single,secondary,no,428,no,yes,7,jul,9.58,1,-1,0,unknown,No
12823,27,management,married,tertiary,no,54,yes,yes,7,jul,1.2,1,-1,0,unknown,No
12824,45,admin.,divorced,secondary,no,-176,no,yes,7,jul,9.57,1,-1,0,unknown,Yes
12825,34,admin.,divorced,secondary,no,564,no,yes,7,jul,7.42,1,-1,0,unknown,No
12826,27,services,married,secondary,no,221,no,yes,7,jul,9.23,1,-1,0,unknown,No
12827,35,services,divorced,secondary,no,35,yes,no,7,jul,2.15,4,-1,0,unknown,No
12828,48,admin.,married,secondary,no,8,no,yes,7,jul,0.77,1,-1,0,unknown,No
12829,33,services,single,secondary,no,149,no,yes,7,jul,4.23,1,-1,0,unknown,No
12830,31,technician,single,secondary,no,475,no,no,7,jul,3.77,1,-1,0,unknown,No
12832,56,housemaid,divorced,secondary,no,977,no,no,7,jul,20,1,-1,0,unknown,No
12833,29,blue-collar,single,primary,no,161,no,yes,7,jul,4.92,1,-1,0,unknown,No
12834,40,management,divorced,tertiary,no,492,no,yes,7,jul,2.08,2,-1,0,unknown,No
12835,35,admin.,married,secondary,no,0,no,no,7,jul,1.3,11,-1,0,unknown,No
12836,30,admin.,married,primary,no,40,yes,yes,7,jul,2.9,1,-1,0,unknown,No
12838,34,blue-collar,married,secondary,no,205,yes,yes,7,jul,5.15,1,-1,0,unknown,No
12839,26,blue-collar,single,secondary,no,123,no,yes,7,jul,3.48,1,-1,0,unknown,No
12840,41,management,married,secondary,no,0,no,yes,7,jul,10.5,3,-1,0,unknown,No
12841,31,other,single,tertiary,no,0,no,no,7,jul,0.95,1,-1,0,unknown,No
12842,58,blue-collar,married,secondary,no,2146,no,no,7,jul,3.43,3,-1,0,unknown,No
12843,35,blue-collar,married,primary,no,63,no,yes,7,jul,4.05,2,-1,0,unknown,No
12844,27,technician,married,secondary,no,-428,no,no,7,jul,7.52,1,-1,0,unknown,No
12845,40,management,married,tertiary,no,0,no,no,7,jul,1.85,1,-1,0,unknown,No
12846,52,technician,divorced,tertiary,yes,-1014,no,yes,7,jul,2.57,1,-1,0,unknown,No
12847,38,technician,married,secondary,no,-228,yes,no,7,jul,2.7,4,-1,0,unknown,No
12848,30,blue-collar,single,secondary,no,-42,no,no,7,jul,1.43,2,-1,0,unknown,No
12849,25,blue-collar,single,secondary,no,218,no,yes,7,jul,7.47,1,-1,0,unknown,No
12850,57,blue-collar,married,primary,no,282,no,yes,7,jul,4.35,12,-1,0,unknown,No
12851,29,services,married,secondary,no,123,no,yes,7,jul,2.52,1,-1,0,unknown,No
12852,48,blue-collar,married,primary,no,14,no,yes,7,jul,2,1,-1,0,unknown,No
12853,29,blue-collar,married,secondary,no,247,no,yes,7,jul,3.32,1,-1,0,unknown,No
12855,38,housemaid,divorced,secondary,no,216,no,no,7,jul,1.62,3,-1,0,unknown,No
12856,29,technician,married,secondary,no,-28,no,no,7,jul,8.85,1,-1,0,unknown,No
12857,40,blue-collar,married,secondary,no,326,yes,yes,7,jul,1.87,1,-1,0,unknown,No
12858,31,admin.,single,secondary,no,119,no,no,7,jul,1.33,1,-1,0,unknown,No
12859,34,blue-collar,married,primary,no,69,no,no,7,jul,0.68,1,-1,0,unknown,No
12860,29,blue-collar,married,primary,no,707,no,no,7,jul,3.5,1,-1,0,unknown,No
12861,44,housemaid,married,primary,no,-227,no,yes,7,jul,2.55,1,-1,0,unknown,No
12862,41,blue-collar,single,secondary,yes,1085,yes,yes,7,jul,9.98,1,-1,0,unknown,Yes
12863,34,blue-collar,divorced,secondary,no,368,no,yes,7,jul,36.68,1,-1,0,unknown,No
12864,35,entrepreneur,married,primary,yes,25,no,yes,7,jul,3.93,1,-1,0,unknown,No
12865,43,management,divorced,tertiary,no,-132,yes,yes,7,jul,8.87,2,-1,0,unknown,No
12866,59,blue-collar,divorced,primary,no,1265,no,yes,7,jul,14.15,1,-1,0,unknown,Yes
12867,46,management,married,secondary,no,700,no,yes,7,jul,2.27,1,-1,0,unknown,No
12868,55,blue-collar,single,secondary,no,82,no,yes,7,jul,8.33,1,-1,0,unknown,No
12869,41,housemaid,married,primary,no,1529,no,no,7,jul,1.02,6,-1,0,unknown,No
12870,59,management,single,tertiary,no,623,yes,no,7,jul,3.53,4,-1,0,unknown,No
12871,39,technician,married,secondary,no,-241,yes,yes,7,jul,5.62,4,-1,0,unknown,No
12872,26,technician,divorced,tertiary,no,278,yes,yes,7,jul,24.45,1,-1,0,unknown,No
12873,33,blue-collar,married,secondary,no,1834,yes,no,7,jul,1.95,3,-1,0,unknown,No
12874,32,technician,single,secondary,no,-398,no,yes,7,jul,6.45,2,-1,0,unknown,No
12875,41,technician,divorced,secondary,no,0,no,no,7,jul,5.88,4,-1,0,unknown,No
12876,29,services,married,secondary,no,-597,no,no,7,jul,8.33,2,-1,0,unknown,No
12877,31,blue-collar,single,secondary,no,16,no,no,7,jul,6.45,1,-1,0,unknown,No
12878,37,admin.,married,secondary,no,10,no,yes,7,jul,2.7,2,-1,0,unknown,No
12879,50,admin.,single,secondary,no,-79,no,yes,7,jul,1.17,1,-1,0,unknown,No
12880,27,management,single,tertiary,no,338,no,yes,7,jul,8.92,1,-1,0,unknown,No
12881,47,management,married,tertiary,no,-50,no,yes,7,jul,2.92,1,-1,0,unknown,No
12882,47,technician,single,secondary,no,-239,yes,yes,7,jul,16.22,3,-1,0,unknown,Yes
12883,47,housemaid,married,tertiary,no,333,no,no,7,jul,2.35,1,-1,0,unknown,No
12884,51,services,married,secondary,no,867,yes,no,7,jul,7.03,3,-1,0,unknown,No
12885,57,retired,married,secondary,no,-37,no,yes,7,jul,5.9,1,-1,0,unknown,No
12886,44,technician,divorced,secondary,no,0,yes,no,7,jul,13.92,4,-1,0,unknown,No
12887,51,management,married,tertiary,no,1392,no,no,7,jul,8.52,3,-1,0,unknown,No
12888,28,blue-collar,married,primary,no,-196,no,no,7,jul,3.48,1,-1,0,unknown,No
12889,41,admin.,single,secondary,no,0,yes,yes,7,jul,2.77,1,-1,0,unknown,No
12890,30,management,single,secondary,no,269,no,yes,7,jul,19.42,2,-1,0,unknown,No
12891,25,blue-collar,single,secondary,no,913,yes,no,7,jul,1.88,4,-1,0,unknown,No
12892,32,admin.,single,secondary,no,-267,no,yes,7,jul,1.63,1,-1,0,unknown,No
12893,40,services,married,secondary,no,193,yes,yes,7,jul,3.17,1,-1,0,unknown,No
12894,31,services,single,secondary,no,78,yes,yes,7,jul,1.73,1,-1,0,unknown,No
12895,30,unemployed,married,secondary,no,85,yes,yes,7,jul,1.47,1,-1,0,unknown,No
12896,25,services,single,secondary,no,111,no,yes,7,jul,5.27,1,-1,0,unknown,No
12897,45,blue-collar,married,secondary,no,226,no,no,7,jul,3.52,2,-1,0,unknown,No
12898,49,blue-collar,married,primary,yes,-354,no,yes,7,jul,7.58,1,-1,0,unknown,No
12899,32,admin.,single,secondary,no,212,no,no,7,jul,13.83,5,-1,0,unknown,Yes
12900,52,blue-collar,married,primary,no,9444,no,no,7,jul,4.52,3,-1,0,unknown,No
12901,35,management,single,tertiary,no,14,no,no,7,jul,2.78,2,-1,0,unknown,No
12902,60,retired,divorced,tertiary,no,468,no,no,7,jul,1.8,2,-1,0,unknown,No
12903,33,blue-collar,single,primary,yes,-15,no,yes,7,jul,5.43,2,-1,0,unknown,No
12904,43,management,married,tertiary,no,1530,no,no,7,jul,1.52,3,-1,0,unknown,No
12905,42,admin.,married,secondary,no,1133,yes,no,7,jul,6.25,3,-1,0,unknown,No
12907,33,services,single,secondary,no,329,yes,yes,7,jul,3.78,4,-1,0,unknown,No
12908,42,technician,married,secondary,no,473,yes,no,7,jul,3.6,5,-1,0,unknown,No
12910,25,technician,single,tertiary,no,226,no,no,7,jul,6.1,2,-1,0,unknown,No
12911,26,admin.,married,secondary,no,383,yes,yes,7,jul,3.97,2,-1,0,unknown,No
12912,39,admin.,divorced,secondary,no,1,no,yes,7,jul,4.68,1,-1,0,unknown,No
12913,39,services,married,secondary,no,27,no,yes,7,jul,4.83,1,-1,0,unknown,No
12914,31,technician,single,secondary,no,49,yes,no,7,jul,3.9,1,-1,0,unknown,No
12915,52,unemployed,married,tertiary,no,1023,no,no,7,jul,1.78,6,-1,0,unknown,No
12916,28,admin.,single,secondary,no,1507,no,no,7,jul,1.53,1,-1,0,unknown,No
12917,46,blue-collar,married,primary,no,3969,no,no,7,jul,0.77,5,-1,0,unknown,No
12918,28,services,single,secondary,no,198,no,no,7,jul,2.65,1,-1,0,unknown,No
12919,54,housemaid,married,secondary,no,0,no,yes,7,jul,1.62,1,-1,0,unknown,No
12920,45,blue-collar,married,primary,no,55,no,no,7,jul,1.87,3,-1,0,unknown,No
12921,58,entrepreneur,married,primary,no,124,yes,no,7,jul,4.88,7,-1,0,unknown,No
12922,42,blue-collar,single,secondary,no,419,no,no,7,jul,1.47,3,-1,0,unknown,No
12923,34,blue-collar,single,secondary,no,-72,yes,no,7,jul,4.55,5,-1,0,unknown,No
12924,50,technician,married,secondary,no,0,no,no,7,jul,2.53,2,-1,0,unknown,No
12925,59,blue-collar,married,primary,no,3372,no,no,7,jul,1.45,1,-1,0,unknown,No
12927,58,technician,divorced,secondary,no,-354,yes,yes,7,jul,1.63,1,-1,0,unknown,No
12928,31,management,married,tertiary,no,-513,no,yes,7,jul,2.07,1,-1,0,unknown,No
12929,58,blue-collar,divorced,secondary,no,916,no,no,7,jul,4.07,4,-1,0,unknown,No
12930,25,services,single,secondary,no,402,no,yes,7,jul,4.4,1,-1,0,unknown,No
12931,32,blue-collar,single,secondary,no,22,no,no,7,jul,4.67,1,-1,0,unknown,No
12932,38,blue-collar,married,primary,no,433,no,no,7,jul,1.93,3,-1,0,unknown,No
12933,33,management,single,secondary,no,1326,no,yes,7,jul,2.73,2,-1,0,unknown,No
12934,37,admin.,married,secondary,no,147,yes,no,7,jul,0.42,30,-1,0,unknown,No
12935,38,management,married,tertiary,no,76,yes,no,7,jul,3.27,3,-1,0,unknown,No
12936,31,management,single,tertiary,no,1598,yes,no,7,jul,0.6,33,-1,0,unknown,No
12937,52,blue-collar,divorced,secondary,no,497,no,yes,7,jul,4.62,2,-1,0,unknown,No
12938,27,admin.,single,secondary,no,145,no,yes,7,jul,1.58,3,-1,0,unknown,No
12939,25,blue-collar,married,primary,no,0,no,no,7,jul,1.93,1,-1,0,unknown,No
12940,31,admin.,single,tertiary,no,383,no,yes,7,jul,5.08,1,-1,0,unknown,No
12941,35,management,married,tertiary,no,1361,no,yes,7,jul,0.25,11,-1,0,unknown,No
12942,28,unemployed,single,secondary,yes,-1270,no,yes,7,jul,3.95,2,-1,0,unknown,No
12943,29,blue-collar,married,secondary,no,-305,yes,yes,7,jul,4.38,1,-1,0,unknown,No
12944,33,technician,married,secondary,no,2284,yes,yes,7,jul,3.5,2,-1,0,unknown,No
12945,39,services,married,secondary,no,0,no,no,7,jul,5.55,5,-1,0,unknown,No
12946,47,blue-collar,married,secondary,yes,-594,yes,yes,7,jul,1.67,4,-1,0,unknown,No
12948,50,technician,married,secondary,no,1717,no,no,7,jul,6.93,8,-1,0,unknown,No
12949,50,self-employed,divorced,tertiary,no,387,no,no,7,jul,3.68,8,-1,0,unknown,No
12950,49,management,married,tertiary,no,96,no,no,7,jul,0.85,2,-1,0,unknown,No
